brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
57595.0,for_sale,869540.0,3.0,3.0,,10974.0,Morris Plains,New Jersey,7950.0,2635.0,
51839.0,for_sale,509000.0,3.0,2.0,0.1,262819.0,Union Twp,New Jersey,7083.0,,2015-01-02
23632.0,for_sale,559000.0,3.0,3.0,0.11,1668033.0,Lakewood,New Jersey,8701.0,2100.0,2015-06-29
71774.0,for_sale,95000.0,,,5.83,426486.0,Windsor,Massachusetts,1270.0,,
8115.0,for_sale,500000.0,,,9.15,5088.0,Gibbstown,New Jersey,8027.0,,
90155.0,for_sale,249000.0,2.0,2.0,,22099.0,New Haven,Connecticut,6511.0,1278.0,
52607.0,for_sale,349000.0,3.0,2.0,4.02,310894.0,Burrillville,Rhode Island,2859.0,1824.0,2013-05-15
22611.0,for_sale,170000.0,4.0,2.0,0.24,1285015.0,Hamden,Connecticut,6517.0,1440.0,
52892.0,for_sale,275000.0,2.0,2.0,0.77,198430.0,White Plains,New York,10605.0,1100.0,
53016.0,for_sale,529000.0,3.0,2.0,0.13,778307.0,Union Twp,New Jersey,7083.0,,2018-12-11
107912.0,for_sale,429900.0,3.0,3.0,,1658524.0,Stratford,Connecticut,6614.0,1642.0,2013-09-04
97690.0,for_sale,699000.0,5.0,,0.03,1508965.0,Philadelphia,Pennsylvania,19123.0,2589.0,2018-07-26
81793.0,for_sale,550000.0,,,4.06,1716362.0,Freehold,New Jersey,7728.0,,
83377.0,for_sale,59900.0,3.0,1.0,0.02,1179163.0,Philadelphia,Pennsylvania,19124.0,780.0,
46019.0,for_sale,104200.0,,,0.58,1946277.0,Rincon,Puerto Rico,677.0,,
17541.0,for_sale,1425000.0,5.0,4.0,0.58,1314098.0,Princeton,New Jersey,8540.0,,2005-11-28
67941.0,for_sale,1550000.0,1.0,1.0,,230693.0,New York,New York,10006.0,747.0,2012-10-31
101259.0,for_sale,564500.0,12.0,13.0,7.0,1779187.0,Weston,Vermont,5161.0,6269.0,
81276.0,for_sale,400000.0,3.0,3.0,0.39,1103413.0,Bensalem,Pennsylvania,19020.0,1981.0,
61950.0,for_sale,239900.0,3.0,3.0,0.14,1437654.0,Naugatuck,Connecticut,6770.0,1539.0,2007-06-29
81852.0,for_sale,275000.0,3.0,2.0,0.9,87812.0,Sparrow Bush,New York,12780.0,1487.0,1991-06-07
28542.0,for_sale,170000.0,1.0,1.0,,440740.0,Jamaica,New York,11431.0,750.0,
34274.0,for_sale,229000.0,1.0,2.0,0.32,7277.0,Verona,New Jersey,7044.0,1200.0,1999-04-14
22611.0,for_sale,32500.0,,,0.67,1310309.0,Jay,Maine,4239.0,,
71324.0,for_sale,174900.0,2.0,2.0,,545279.0,Cherry Hill,New Jersey,8034.0,1227.0,
46788.0,for_sale,1795000.0,7.0,5.0,0.1,1774774.0,Dorado,Puerto Rico,646.0,3870.0,
30807.0,for_sale,400000.0,,,141.65,1917512.0,Madawaska,Maine,4756.0,,
81429.0,for_sale,348000.0,2.0,2.0,,770310.0,Secaucus,New Jersey,7094.0,,2005-01-06
45068.0,for_sale,369000.0,3.0,2.0,0.18,1758477.0,Warwick,Rhode Island,2886.0,878.0,
52612.0,for_sale,150000.0,2.0,2.0,,330483.0,Exeter,New Hampshire,3833.0,924.0,
59927.0,for_sale,289000.0,2.0,2.0,,1870725.0,Georgia,Vermont,5478.0,1361.0,
106753.0,for_sale,400000.0,1.0,1.0,,1609840.0,Jersey City,New Jersey,7307.0,680.0,
76945.0,for_sale,349999.0,3.0,3.0,0.48,653350.0,Green Township,New Jersey,7821.0,,2017-10-03
53028.0,for_sale,399000.0,3.0,2.0,,871944.0,Cherry Hill,New Jersey,8002.0,1954.0,2020-09-02
100419.0,for_sale,729000.0,6.0,4.0,1.47,1418209.0,Bristol,Connecticut,6010.0,4115.0,2005-10-28
82261.0,for_sale,639000.0,4.0,2.0,0.17,925389.0,Putnam Station,New York,12861.0,1750.0,
22611.0,for_sale,599000.0,7.0,3.0,0.13,893286.0,Newark,New Jersey,7108.0,29997.0,2018-12-06
33937.0,for_sale,699000.0,3.0,3.0,2.0,1121894.0,Monterey,Massachusetts,1230.0,2482.0,2002-01-07
22611.0,for_sale,639900.0,4.0,3.0,0.58,1563735.0,New City,New York,10956.0,1989.0,2016-10-21
53099.0,for_sale,89900.0,,,5.56,1860405.0,Port Republic,New Jersey,8241.0,,
14853.0,for_sale,359999.0,3.0,2.0,0.62,58919.0,Whitesboro,New Jersey,8210.0,1311.0,2021-06-15
91664.0,for_sale,725000.0,5.0,4.0,0.1,149119.0,Rahway,New Jersey,7065.0,3500.0,
73871.0,for_sale,279900.0,2.0,1.0,,1010003.0,Toms River,New Jersey,8757.0,,2021-01-29
71552.0,for_sale,1599000.0,12.0,7.0,0.07,1785120.0,Hollis,New York,11423.0,,
95473.0,for_sale,100000.0,,,2.0,1923923.0,Whiting,Maine,4691.0,,
61491.0,for_sale,569900.0,,1.0,,603373.0,New York,New York,10004.0,544.0,2007-04-06
12869.0,for_sale,739900.0,3.0,1.0,,1831882.0,Staten Island,New York,10302.0,,
53016.0,for_sale,1050000.0,2.0,2.0,,523093.0,Somerville,Massachusetts,2143.0,1603.0,
30140.0,for_sale,595000.0,3.0,2.0,0.32,117367.0,Mashpee,Massachusetts,2649.0,1572.0,2001-02-12
52928.0,for_sale,419900.0,4.0,4.0,0.26,1517635.0,Elkins Park,Pennsylvania,19027.0,2600.0,2018-01-02
10955.0,for_sale,134500.0,2.0,1.0,0.02,248170.0,Philadelphia,Pennsylvania,19143.0,852.0,1992-03-04
44656.0,for_sale,175000.0,9.0,,0.14,356442.0,Bridgeton,New Jersey,8302.0,3009.0,
28962.0,for_sale,9995000.0,3.0,4.0,,985030.0,New York,New York,10003.0,2887.0,
98367.0,for_sale,42000.0,,,1.95,1971821.0,Surry,Maine,4684.0,,
55902.0,for_sale,399000.0,3.0,2.0,,1545634.0,Bronx,New York,10451.0,1450.0,2016-10-13
51498.0,for_sale,775000.0,4.0,2.0,0.17,732602.0,Maplewood,New Jersey,7040.0,,
15403.0,for_sale,69900.0,1.0,1.0,,1011244.0,Atlantic City,New Jersey,8401.0,516.0,
106773.0,for_sale,549000.0,3.0,3.0,0.33,264769.0,Moorestown,New Jersey,8057.0,2062.0,2015-12-30
19432.0,for_sale,465000.0,2.0,1.0,0.06,1374537.0,Broad Channel,New York,11693.0,,2019-08-15
55675.0,for_sale,699000.0,3.0,3.0,,763365.0,West New York,New Jersey,7093.0,1310.0,2015-01-28
30441.0,for_sale,489999.0,4.0,3.0,0.11,482207.0,Clifton,New Jersey,7011.0,,2019-11-26
51868.0,for_sale,175000.0,2.0,1.0,0.45,1336644.0,West Haven,Connecticut,6516.0,1048.0,2005-09-21
97013.0,for_sale,639900.0,4.0,4.0,0.47,1032237.0,Cumberland,Rhode Island,2864.0,2392.0,1996-01-12
76127.0,for_sale,153000.0,3.0,1.0,0.03,311949.0,Philadelphia,Pennsylvania,19124.0,1054.0,1992-08-12
16829.0,for_sale,449999.0,3.0,3.0,,1043006.0,Philadelphia,Pennsylvania,19129.0,2375.0,
81634.0,for_sale,92500.0,3.0,3.0,0.21,987172.0,Salem,New Jersey,8079.0,1958.0,2002-01-02
31681.0,for_sale,150000.0,2.0,1.0,0.01,860602.0,Philadelphia,Pennsylvania,19132.0,972.0,
33714.0,for_sale,385000.0,3.0,3.0,0.09,1218698.0,Beachwood,New Jersey,8722.0,1728.0,2017-05-05
29034.0,for_sale,35950000.0,6.0,7.0,,764458.0,New York City,New York,10013.0,7261.0,
33714.0,for_sale,754900.0,3.0,3.0,,1852747.0,Long Branch,New Jersey,7740.0,,
106804.0,for_sale,569900.0,5.0,4.0,0.38,1460602.0,Roxbury Township,New Jersey,7850.0,,2000-12-27
95359.0,for_sale,399000.0,2.0,2.0,,720524.0,Queens Village,New York,11427.0,,
96467.0,for_sale,229900.0,4.0,2.0,0.39,1669490.0,Livermore Falls,Maine,4254.0,2232.0,
22611.0,for_sale,1349000.0,5.0,5.0,0.96,1286050.0,Easton,Connecticut,6612.0,4334.0,2004-06-23
30304.0,for_sale,399000.0,,,3.82,854009.0,Egg Harbor Township,New Jersey,8234.0,,
83611.0,for_sale,239900.0,3.0,2.0,0.05,1723542.0,Bristol,Pennsylvania,19007.0,1736.0,2017-08-16
22611.0,for_sale,574900.0,4.0,4.0,0.15,1121535.0,Milford,Connecticut,6460.0,2000.0,
57395.0,for_sale,500000.0,4.0,2.0,0.02,1489944.0,Philadelphia,Pennsylvania,19147.0,1368.0,2013-10-28
106786.0,for_sale,459900.0,3.0,2.0,0.07,1754423.0,Edison,New Jersey,8820.0,,2019-06-18
79136.0,for_sale,218400.0,3.0,3.0,0.22,948870.0,Bristol,Pennsylvania,19007.0,1406.0,1996-05-08
53365.0,for_sale,210000.0,1.0,2.0,,1369517.0,Stratford,Connecticut,6615.0,1080.0,2009-03-09
30765.0,for_sale,199500.0,,,0.18,1109551.0,Morris Twp,New Jersey,7960.0,,2007-07-12
107698.0,for_sale,32000.0,,,0.92,1916131.0,Skowhegan,Maine,4976.0,,
60634.0,for_sale,1000000.0,,,110.24,1999271.0,Lincoln,Massachusetts,1773.0,,
90544.0,for_sale,179900.0,,,0.08,1599626.0,New Haven,Connecticut,6519.0,1504.0,2009-08-31
81422.0,for_sale,175000.0,,1.0,,1081266.0,Bronx,New York,10463.0,600.0,2020-03-13
16043.0,for_sale,199900.0,2.0,2.0,0.14,1487801.0,Langhorne,Pennsylvania,19047.0,1003.0,1985-12-20
105262.0,for_sale,670000.0,5.0,4.0,1.6,1476293.0,Stormville,New York,12582.0,3272.0,2019-09-10
107948.0,for_sale,239500.0,4.0,2.0,0.06,1521464.0,Bridgeport,Connecticut,6604.0,1152.0,2016-05-31
18739.0,for_sale,99900.0,2.0,2.0,,1556156.0,Galloway Township,New Jersey,8205.0,1110.0,
100509.0,for_sale,375000.0,3.0,3.0,0.83,496765.0,Saint Johnsbury,Vermont,5819.0,3696.0,
51695.0,for_sale,875000.0,5.0,5.0,0.4,1396434.0,River Vale,New Jersey,7675.0,,1997-01-13
74423.0,for_sale,279000.0,4.0,,0.08,1604102.0,Philadelphia,Pennsylvania,19149.0,1660.0,
52929.0,for_sale,210000.0,4.0,3.0,0.03,583196.0,Philadelphia,Pennsylvania,19134.0,1308.0,
78440.0,for_sale,24900.0,,,1.0,1940713.0,Palmer,Massachusetts,1069.0,,
89094.0,for_sale,379999.0,3.0,3.0,,595694.0,Plainville,Connecticut,6062.0,2004.0,
22727.0,for_sale,1199999.0,3.0,2.0,0.28,476295.0,Arlington,Massachusetts,2474.0,1850.0,
10768.0,for_sale,589000.0,6.0,4.0,0.04,270282.0,Garfield,New Jersey,7026.0,1800.0,2019-05-13
53570.0,for_sale,245000.0,3.0,1.0,0.1,386129.0,Cranston,Rhode Island,2905.0,1133.0,2020-08-31
51868.0,for_sale,264900.0,3.0,3.0,,,Bristol,Connecticut,6010.0,1568.0,
16228.0,for_sale,269900.0,3.0,2.0,0.29,1512162.0,Mantua,New Jersey,8051.0,1896.0,2017-07-13
10571.0,for_sale,395000.0,3.0,3.0,1.0,423858.0,Simsbury,Connecticut,6070.0,2180.0,2012-07-20
55715.0,for_sale,498000.0,3.0,3.0,0.09,1228171.0,Teaneck,New Jersey,7666.0,1600.0,
86501.0,for_sale,635000.0,3.0,2.0,0.06,1610212.0,Staten Island,New York,10314.0,1440.0,2002-02-27
107508.0,for_sale,429000.0,3.0,1.0,1.52,389152.0,Great Barrington,Massachusetts,1230.0,1458.0,1998-03-17
8113.0,for_sale,250000.0,3.0,3.0,0.19,523009.0,Sicklerville,New Jersey,8081.0,1854.0,2003-11-11
43449.0,for_sale,329000.0,4.0,3.0,0.12,834021.0,Philadelphia,Pennsylvania,19137.0,1440.0,2022-01-04
22022.0,for_sale,640000.0,4.0,3.0,0.73,1449063.0,Mount Sinai,New York,11766.0,2598.0,2006-06-26
103378.0,for_sale,9000000.0,,,26.1,1857014.0,Isabela,Puerto Rico,662.0,,
74382.0,for_sale,285000.0,,,0.12,1431365.0,Philadelphia,Pennsylvania,19120.0,,
92393.0,for_sale,195000.0,2.0,1.0,0.06,298819.0,Trenton,New Jersey,8648.0,514.0,2015-11-20
99220.0,for_sale,425000.0,6.0,4.0,0.14,1393941.0,Pawtucket,Rhode Island,2861.0,2155.0,2018-09-05
10768.0,for_sale,369900.0,3.0,2.0,1.2,1778084.0,Piscataway Twp,New Jersey,8854.0,,1997-10-14
81142.0,for_sale,97500.0,2.0,1.0,1.72,1743517.0,Moscow,Maine,4920.0,672.0,
78984.0,for_sale,399000.0,3.0,2.0,0.19,1628979.0,Warwick,Rhode Island,2818.0,960.0,2017-06-22
81852.0,for_sale,350000.0,,,1.32,815442.0,Poughquag,New York,12570.0,,1991-10-31
7962.0,for_sale,399000.0,4.0,2.0,0.27,1310024.0,Stanhope,New Jersey,7874.0,,2017-07-25
83167.0,for_sale,141000.0,2.0,1.0,0.37,497013.0,Milford,Pennsylvania,18337.0,1444.0,
39819.0,for_sale,239900.0,4.0,2.0,0.43,1499938.0,Plymouth,New Hampshire,3264.0,1508.0,2003-07-14
45068.0,for_sale,99000.0,,,0.11,398.0,Warwick,Rhode Island,2886.0,,
81407.0,for_sale,275000.0,3.0,2.0,0.11,1326372.0,Drexel Hill,Pennsylvania,19026.0,1531.0,2021-08-24
107979.0,for_sale,252000.0,3.0,1.0,0.29,438537.0,Groton,Connecticut,6340.0,1008.0,2020-02-26
18211.0,for_sale,73400.0,3.0,1.0,,1988454.0,Toa Baja,Puerto Rico,949.0,950.0,2022-02-28
91607.0,for_sale,649000.0,4.0,3.0,0.39,1051994.0,Mount Sinai,New York,11766.0,2402.0,2019-11-19
29034.0,for_sale,6750000.0,4.0,3.0,,1369450.0,New York City,New York,10021.0,,
10552.0,for_sale,289000.0,3.0,2.0,0.33,1686098.0,Groton,Connecticut,6355.0,936.0,
10847.0,for_sale,1750000.0,3.0,3.0,0.65,387895.0,Provincetown,Massachusetts,2657.0,1620.0,
106704.0,for_sale,899900.0,4.0,4.0,1.4,141314.0,Kennett Square,Pennsylvania,19348.0,4666.0,2009-01-29
74975.0,for_sale,114999.0,2.0,1.0,,634394.0,Egg Harbor Township,New Jersey,8234.0,944.0,2013-08-28
2728.0,for_sale,29500.0,,,21.8,1936741.0,Prentiss Township T7 R3 Nbpp,Maine,4487.0,,
79042.0,for_sale,290000.0,2.0,2.0,0.16,1281720.0,Mullica Hill,New Jersey,8062.0,1330.0,2002-04-03
23592.0,for_sale,1180000.0,2.0,2.0,,1355819.0,New York City,New York,10011.0,,
20848.0,for_sale,3300000.0,2.0,2.0,,439607.0,New York City,New York,10019.0,1000.0,
14791.0,for_sale,1450000.0,4.0,5.0,,1531142.0,Palisades Park,New Jersey,7650.0,,
15404.0,for_sale,750000.0,3.0,3.0,1.03,1230106.0,York,Maine,3909.0,1843.0,
28995.0,for_sale,249000.0,1.0,1.0,,1689032.0,Bronx,New York,10451.0,,2014-09-24
105551.0,for_sale,545000.0,3.0,3.0,0.81,1907003.0,Watertown,Connecticut,6795.0,2250.0,
91573.0,for_sale,49900.0,,,1.04,1861477.0,Hermon,Maine,4401.0,,
29034.0,for_sale,625000.0,1.0,1.0,,1407535.0,New York City,New York,10005.0,815.0,
107912.0,for_sale,400000.0,4.0,2.0,3.62,1817665.0,Guilford,Connecticut,6437.0,1565.0,2018-09-07
15965.0,for_sale,459000.0,3.0,2.0,0.04,735061.0,Staten Island,New York,10304.0,910.0,2002-08-21
78588.0,for_sale,550000.0,2.0,3.0,0.17,1052659.0,Franklin,New Jersey,8873.0,2279.0,2004-12-28
12988.0,for_sale,249900.0,3.0,2.0,0.27,985480.0,Plainville,Connecticut,6062.0,1246.0,2015-11-02
45488.0,for_sale,5500000.0,8.0,9.0,0.97,1671229.0,Scarsdale,New York,10583.0,9560.0,
22611.0,for_sale,700000.0,4.0,2.0,0.31,771640.0,Scarsdale,New York,10583.0,1794.0,
24196.0,for_sale,650000.0,4.0,2.0,,484140.0,New York City,New York,11209.0,1500.0,
28168.0,for_sale,879900.0,6.0,6.0,0.49,200642.0,Lowell,Massachusetts,1852.0,5736.0,
51478.0,for_sale,699000.0,7.0,5.0,0.06,1250902.0,Elizabeth City,New Jersey,7206.0,,2018-10-01
107922.0,for_sale,5395000.0,5.0,5.0,0.12,598814.0,Nantucket,Massachusetts,2554.0,3640.0,
52892.0,for_sale,665000.0,4.0,4.0,0.2,1193095.0,Tarrytown,New York,10591.0,3062.0,
24197.0,for_sale,485000.0,1.0,1.0,,1245377.0,New York,New York,10033.0,,2010-07-21
6823.0,for_sale,325000.0,3.0,2.0,,6577.0,Blackwood,New Jersey,8012.0,2108.0,
102436.0,for_sale,725000.0,3.0,2.0,0.28,1759580.0,Madison,New Jersey,7940.0,,2009-08-10
76908.0,for_sale,59000.0,,,78.0,1916201.0,Mapleton,Maine,4757.0,,
51868.0,for_sale,639000.0,4.0,4.0,0.42,478797.0,Farmington,Connecticut,6032.0,2560.0,2006-06-15
15937.0,for_sale,789888.0,6.0,2.0,0.12,1285376.0,Everett,Massachusetts,2149.0,2152.0,2009-09-15
15340.0,for_sale,269900.0,9.0,4.0,0.11,152315.0,Lewiston,Maine,4240.0,4055.0,
83613.0,for_sale,629000.0,4.0,2.0,0.11,1166068.0,Carlstadt,New Jersey,7072.0,,2008-05-20
79157.0,for_sale,225000.0,3.0,2.0,0.18,296114.0,Meriden,Connecticut,6451.0,1110.0,2005-02-03
79389.0,for_sale,495000.0,3.0,3.0,0.31,1470788.0,Keene,New Hampshire,3431.0,3216.0,2019-06-14
93525.0,for_sale,449900.0,4.0,3.0,0.02,510614.0,Philadelphia,Pennsylvania,19121.0,2280.0,2020-07-03
3633.0,for_sale,63000.0,2.0,1.0,0.37,1843069.0,Ponce,Puerto Rico,731.0,803.0,
11113.0,for_sale,14000.0,,,0.53,458668.0,Lehman,Pennsylvania,18324.0,,
22611.0,for_sale,350000.0,4.0,3.0,0.43,1129015.0,Hamden,Connecticut,6514.0,2222.0,2000-09-08
46070.0,for_sale,325000.0,2.0,1.0,,1746252.0,Bronx,New York,10473.0,950.0,2010-06-02
53016.0,for_sale,439900.0,6.0,2.0,0.42,916533.0,Maynard,Massachusetts,1754.0,2944.0,
10544.0,for_sale,57000.0,,,14.81,1335807.0,Barkhamsted,Connecticut,6063.0,,
52707.0,for_sale,335000.0,,,3.19,1856977.0,Manatí,Puerto Rico,674.0,,
10551.0,for_sale,199900.0,,,26.79,918148.0,East Hampton,Connecticut,6424.0,,
53099.0,for_sale,449900.0,4.0,3.0,0.24,687882.0,Egg Harbor,New Jersey,8234.0,,2019-05-10
68988.0,for_sale,85000.0,2.0,2.0,1.6,504684.0,Bucksport,Maine,4416.0,819.0,
23592.0,for_sale,1695000.0,2.0,1.0,,1139364.0,New York City,New York,11217.0,1100.0,2018-11-08
22136.0,for_sale,825000.0,3.0,2.0,0.43,698978.0,Stowe,Vermont,5672.0,1576.0,
15800.0,for_sale,299000.0,2.0,1.0,,131450.0,Newark,New Jersey,7102.0,,
53222.0,for_sale,375000.0,3.0,1.0,0.17,1369501.0,Portland,Maine,4103.0,1658.0,2013-11-26
89095.0,for_sale,166900.0,2.0,2.0,,599407.0,Newington,Connecticut,6111.0,1170.0,2006-07-19
18214.0,for_sale,635000.0,3.0,2.0,0.07,6119.0,Vega Alta,Puerto Rico,692.0,2100.0,
86566.0,for_sale,1200000.0,3.0,1.0,75.0,1902203.0,Millerton,New York,12546.0,1600.0,2001-05-15
85655.0,for_sale,649900.0,5.0,3.0,0.22,653301.0,Pawtucket,Rhode Island,2860.0,2442.0,2019-11-04
10556.0,for_sale,399900.0,4.0,4.0,,1760058.0,East Granby,Connecticut,6026.0,2254.0,2006-07-05
39788.0,for_sale,363990.0,3.0,3.0,0.07,1531473.0,Burlington,New Jersey,8016.0,1500.0,2021-09-24
81634.0,for_sale,294000.0,3.0,2.0,0.44,831377.0,West Berlin,New Jersey,8091.0,1868.0,2012-01-09
34543.0,for_sale,349000.0,,,1.55,1418646.0,Christiansted,Virgin Islands,820.0,,
26052.0,for_sale,399900.0,3.0,2.0,2.56,599192.0,Waterbury,Connecticut,6708.0,2176.0,
14977.0,for_sale,410000.0,2.0,3.0,,1121999.0,Orange,Connecticut,6477.0,1460.0,
55047.0,for_sale,640000.0,6.0,2.0,0.04,1500550.0,Bronx,New York,10467.0,1760.0,2001-03-13
29471.0,for_sale,87500.0,,,2.7,667871.0,Eastport,Maine,4631.0,,2016-07-01
23592.0,for_sale,8300000.0,4.0,5.0,,440583.0,New York City,New York,10011.0,2818.0,2016-04-19
19710.0,for_sale,130000.0,,,1.48,98.0,Taunton,Massachusetts,2780.0,,
51498.0,for_sale,298900.0,2.0,2.0,0.07,1667884.0,Raritan,New Jersey,8822.0,1332.0,1985-12-20
11297.0,for_sale,650000.0,3.0,3.0,3.03,1556742.0,Dayton,Maine,4005.0,2842.0,
51918.0,for_sale,191000.0,2.0,1.0,1.28,514381.0,Bennington,Vermont,5201.0,906.0,2016-06-15
93408.0,for_sale,119000.0,1.0,1.0,7.04,303802.0,Readsboro,Vermont,5350.0,640.0,2017-10-24
22611.0,for_sale,615000.0,3.0,2.0,0.22,1449183.0,Fanwood,New Jersey,7023.0,,2014-01-23
15080.0,for_sale,120000.0,3.0,1.0,0.07,1941748.0,Caguas,Puerto Rico,727.0,846.0,
84466.0,for_sale,8200000.0,10.0,11.0,0.12,110146.0,Brookline,Massachusetts,2446.0,14985.0,
14698.0,for_sale,225000.0,2.0,1.0,0.09,695548.0,West Bridgewater,Massachusetts,2379.0,864.0,
81944.0,for_sale,445000.0,2.0,1.0,,813589.0,Brooklyn,New York,11235.0,1100.0,2011-05-23
36495.0,for_sale,75000.0,,,2.2,12151.0,Rutland Town,Vermont,5701.0,,
44716.0,for_sale,6000000.0,4.0,5.0,1.19,8448.0,Newport,Rhode Island,2840.0,7090.0,2018-04-24
81777.0,for_sale,145000.0,2.0,1.0,,839120.0,Bridgeport,Connecticut,6610.0,900.0,2005-01-03
70301.0,for_sale,489000.0,5.0,3.0,0.26,299945.0,Plainfield,New Jersey,7060.0,2100.0,2022-01-13
24984.0,for_sale,324900.0,4.0,3.0,0.26,1132697.0,New Britain,Connecticut,6052.0,2935.0,
27496.0,for_sale,329000.0,2.0,2.0,0.13,848111.0,Toms River,New Jersey,8757.0,1232.0,2018-06-19
81468.0,for_sale,99000.0,,,0.37,1369104.0,Waterford,Connecticut,6385.0,,
106905.0,for_sale,595000.0,3.0,3.0,0.15,1192967.0,Flemington,New Jersey,8822.0,2668.0,2004-09-29
79711.0,for_sale,1699000.0,5.0,7.0,3.39,36210.0,Lafayette,New Jersey,7848.0,,
